stage,teams,count,probability,rank
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Mexico|Poland|Portugal|Russia|Serbia|Spain|Uruguay,1024,0.00512000,2
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Mexico|Portugal|Russia|Senegal|Spain|Switzerland|Uruguay,779,0.00389500,3
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Japan|Mexico|Portugal|Russia|Spain|Switzerland|Uruguay,760,0.00380000,4
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Mexico|Portugal|Russia|Senegal|Serbia|Spain|Uruguay,737,0.00368500,5
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Japan|Mexico|Portugal|Russia|Serbia|Spain|Uruguay,736,0.00368000,6
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Poland|Portugal|Russia|Spain|Sweden|Switzerland|Uruguay,626,0.00313000,7
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Peru|Poland|Portugal|Russia|Serbia|Spain|Uruguay,602,0.00301000,8
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Peru|Poland|Portugal|Russia|Spain|Switzerland|Uruguay,562,0.00281000,9
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Poland|Portugal|Russia|Serbia|Spain|Sweden|Uruguay,559,0.00279500,10
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Japan|Portugal|Russia|Spain|Sweden|Switzerland|Uruguay,483,0.00241500,11
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Portugal|Russia|Senegal|Spain|Sweden|Switzerland|Uruguay,483,0.00241500,12
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Japan|Portugal|Russia|Serbia|Spain|Sweden|Uruguay,472,0.00236000,13
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Portugal|Russia|Senegal|Serbia|Spain|Sweden|Uruguay,434,0.00217000,14
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Japan|Mexico|Peru|Portugal|Russia|Spain|Switzerland|Uruguay,431,0.00215500,15
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Peru|Portugal|Russia|Senegal|Spain|Switzerland|Uruguay,425,0.00212500,16
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Japan|Mexico|Peru|Portugal|Russia|Serbia|Spain|Uruguay,394,0.00197000,17
R16,Argentina|Australia|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Poland|Portugal|Russia|Serbia|Spain|Uruguay,386,0.00193000,18
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|Egypt|England|France|Germany|Mexico|Poland|Portugal|Spain|Switzerland|Uruguay,385,0.00192500,19
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Peru|Portugal|Russia|Senegal|Serbia|Spain|Uruguay,383,0.00191500,20
R16,Argentina|Australia|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Poland|Portugal|Russia|Spain|Switzerland|Uruguay,357,0.00178500,21
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Peru|Poland|Portugal|Russia|Spain|Sweden|Switzerland|Uruguay,357,0.00178500,22
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|Egypt|England|France|Germany|Mexico|Poland|Portugal|Serbia|Spain|Uruguay,332,0.00166000,23
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Peru|Poland|Portugal|Russia|Serbia|Spain|Sweden|Uruguay,322,0.00161000,24
R16,Argentina|Belgium|Brazil|Croatia|Denmark|England|France|Germany|Mexico|Poland|Portugal|Russia|Senegal|Spain|Switzerland|Uruguay,322,0.00161000,25
R16,Argentina|Belgium|Brazil|Croatia|Denmark|England|France|Germany|Japan|Mexico|Poland|Portugal|Russia|Spain|Switzerland|Uruguay,318,0.00159000,26
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Iceland|Mexico|Poland|Portugal|Russia|Serbia|Spain|Uruguay,296,0.00148000,27
R16,Argentina|Belgium|Brazil|Croatia|Denmark|England|France|Germany|Japan|Mexico|Poland|Portugal|Russia|Serbia|Spain|Uruguay,291,0.00145500,28
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Mexico|Morocco|Poland|Russia|Serbia|Spain|Uruguay,291,0.00145500,29
R16,Argentina|Belgium|Brazil|Croatia|Denmark|England|France|Germany|Mexico|Poland|Portugal|Russia|Senegal|Serbia|Spain|Uruguay,290,0.00145000,30
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Mexico|Morocco|Poland|Russia|Spain|Switzerland|Uruguay,290,0.00145000,31
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Iceland|Mexico|Poland|Portugal|Russia|Spain|Switzerland|Uruguay,284,0.00142000,32
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|Egypt|England|France|Germany|Mexico|Portugal|Senegal|Spain|Switzerland|Uruguay,275,0.00137500,33
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Poland|Portugal|Russia|South Korea|Spain|Switzerland|Uruguay,275,0.00137500,34
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Mexico|Nigeria|Poland|Portugal|Russia|Spain|Switzerland|Uruguay,270,0.00135000,35
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Mexico|Nigeria|Poland|Portugal|Russia|Serbia|Spain|Uruguay,259,0.00129500,36
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|England|France|Germany|Poland|Portugal|Russia|Serbia|South Korea|Spain|Uruguay,257,0.00128500,37
R16,Argentina|Australia|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Portugal|Russia|Senegal|Spain|Switzerland|Uruguay,256,0.00128000,38
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|Egypt|England|France|Germany|Japan|Mexico|Portugal|Spain|Switzerland|Uruguay,254,0.00127000,39
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Japan|Peru|Portugal|Russia|Spain|Sweden|Switzerland|Uruguay,251,0.00125500,40
R16,Argentina|Australia|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Mexico|Portugal|Russia|Senegal|Serbia|Spain|Uruguay,250,0.00125000,41
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Denmark|Egypt|England|France|Germany|Mexico|Portugal|Senegal|Serbia|Spain|Uruguay,247,0.00123500,42
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Peru|Portugal|Russia|Senegal|Serbia|Spain|Sweden|Uruguay,241,0.00120500,43
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Iceland|Mexico|Portugal|Russia|Senegal|Serbia|Spain|Uruguay,240,0.00120000,44
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Japan|Peru|Portugal|Russia|Serbia|Spain|Sweden|Uruguay,238,0.00119000,45
R16,Argentina|Australia|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Poland|Portugal|Russia|Serbia|Spain|Sweden|Uruguay,236,0.00118000,46
R16,Argentina|Belgium|Brazil|Colombia|Denmark|England|France|Germany|Iceland|Mexico|Portugal|Russia|Senegal|Spain|Switzerland|Uruguay,236,0.00118000,47
R16,Argentina|Belgium|Brazil|Colombia|Croatia|Egypt|England|France|Germany|Mexico|Peru|Poland|Portugal|Spain|Switzerland|Uruguay,235,0.00117500,48
R16,Argentina|Belgium|Brazil|Colombia|Costa Rica|Croatia|Denmark|England|France|Germany|Mexico|Poland|Portugal|Russia|Spain|Uruguay,231,0.00115500,49
R16,Argentina|Belgium|Brazil|Colombia|Croatia|England|France|Germany|Peru|Portugal|Russia|Senegal|Spain|Sweden|Switzerland|Uruguay,229,0.00114500,50
SF,Brazil|France|Germany|Spain,5370,0.02685000,1
SF,Argentina|Brazil|France|Germany,3906,0.01953000,2
SF,Brazil|Germany|Portugal|Spain,3873,0.01936500,3
SF,Argentina|Brazil|Germany|Spain,3013,0.01506500,4
SF,Belgium|France|Germany|Spain,2591,0.01295500,5
SF,Brazil|Germany|Spain|Uruguay,2386,0.01193000,6
SF,Argentina|Brazil|Croatia|Germany,2206,0.01103000,7
SF,Belgium|England|France|Spain,2166,0.01083000,8
SF,Brazil|Croatia|Germany|Spain,2021,0.01010500,9
SF,Argentina|Belgium|France|Germany,1857,0.00928500,10
SF,Belgium|Germany|Portugal|Spain,1807,0.00903500,11
SF,Belgium|Brazil|France|Spain,1758,0.00879000,12
SF,England|France|Germany|Spain,1709,0.00854500,13
SF,Brazil|England|France|Spain,1685,0.00842500,14
SF,Brazil|Croatia|France|Germany,1558,0.00779000,15
SF,Argentina|Brazil|Germany|Portugal,1490,0.00745000,16
SF,Belgium|England|Portugal|Spain,1448,0.00724000,17
SF,Argentina|Belgium|Germany|Spain,1448,0.00724000,18
SF,Argentina|Belgium|England|France,1433,0.00716500,19
SF,Argentina|Brazil|Germany|Uruguay,1387,0.00693500,20
SF,Brazil|France|Germany|Portugal,1374,0.00687000,21
SF,England|Germany|Portugal|Spain,1306,0.00653000,22
SF,Argentina|England|France|Germany,1259,0.00629500,23
SF,Argentina|Brazil|England|France,1246,0.00623000,24
SF,Argentina|Belgium|Brazil|France,1227,0.00613500,25
SF,Brazil|England|Portugal|Spain,1221,0.00610500,26
SF,Brazil|France|Germany|Uruguay,1212,0.00606000,27
SF,Brazil|Germany|Russia|Spain,1204,0.00602000,28
SF,Belgium|Brazil|Portugal|Spain,1196,0.00598000,29
SF,Argentina|Belgium|England|Spain,1184,0.00592000,30
SF,Belgium|Germany|Spain|Uruguay,1163,0.00581500,31
SF,Brazil|Denmark|France|Germany,1075,0.00537500,32
SF,Argentina|Belgium|Croatia|Germany,1064,0.00532000,33
SF,Argentina|Brazil|England|Spain,1025,0.00512500,34
SF,Belgium|Croatia|Germany|Spain,1014,0.00507000,35
SF,Argentina|Belgium|Brazil|Spain,966,0.00483000,36
SF,Belgium|England|Spain|Uruguay,946,0.00473000,37
SF,Argentina|England|Germany|Spain,928,0.00464000,38
SF,France|Germany|Mexico|Spain,845,0.00422500,39
SF,Argentina|Belgium|Croatia|England,833,0.00416500,40
SF,Brazil|Denmark|Germany|Spain,797,0.00398500,41
SF,Belgium|Brazil|Spain|Uruguay,777,0.00388500,42
SF,Brazil|France|Germany|Russia,767,0.00383500,43
SF,Belgium|Croatia|France|Germany,766,0.00383000,44
SF,England|Germany|Spain|Uruguay,765,0.00382500,45
SF,Brazil|England|Spain|Uruguay,744,0.00372000,46
SF,Brazil|Colombia|France|Spain,738,0.00369000,47
SF,Belgium|Croatia|England|Spain,736,0.00368000,48
SF,Argentina|Belgium|Brazil|Croatia,727,0.00363500,49
SF,Argentina|Belgium|Germany|Portugal,718,0.00359000,50
final,Brazil|Germany,20852,0.10426000,1
final,Brazil|Spain,11486,0.05743000,2
final,France|Germany,9319,0.04659500,3
final,Belgium|Germany,8045,0.04022500,4
final,Argentina|Brazil,6638,0.03319000,5
final,France|Spain,6499,0.03249500,6
final,Germany|Spain,6470,0.03235000,7
final,Belgium|Spain,5390,0.02695000,8
final,England|Germany,5310,0.02655000,9
final,Belgium|Brazil,5242,0.02621000,10
final,Brazil|England,5063,0.02531500,11
final,Belgium|England,4749,0.02374500,12
final,Brazil|France,4279,0.02139500,13
final,Argentina|France,4128,0.02064000,14
final,Argentina|Germany,4065,0.02032500,15
final,England|Spain,3665,0.01832500,16
final,Argentina|Spain,3537,0.01768500,17
final,Portugal|Spain,3394,0.01697000,18
final,Argentina|Belgium,3051,0.01525500,19
final,Germany|Portugal,2920,0.01460000,20
final,Belgium|France,2905,0.01452500,21
final,England|France,2902,0.01451000,22
final,Germany|Uruguay,2502,0.01251000,23
final,Croatia|Germany,2441,0.01220500,24
final,Argentina|England,2162,0.01081000,25
final,Brazil|Portugal,2008,0.01004000,26
final,Brazil|Croatia,2002,0.01001000,27
final,Germany|Mexico,1984,0.00992000,28
final,Spain|Uruguay,1885,0.00942500,29
final,Argentina|Croatia,1757,0.00878500,30
final,Croatia|Spain,1750,0.00875000,31
final,Brazil|Colombia,1648,0.00824000,32
final,Brazil|Uruguay,1517,0.00758500,33
final,Croatia|France,1267,0.00633500,34
final,Brazil|Switzerland,1183,0.00591500,35
final,Argentina|Portugal,1169,0.00584500,36
final,Belgium|Portugal,1132,0.00566000,37
final,Colombia|Germany,1118,0.00559000,38
final,Belgium|Croatia,1087,0.00543500,39
final,France|Portugal,1075,0.00537500,40
final,Brazil|Serbia,1048,0.00524000,41
final,Germany|Russia,1042,0.00521000,42
final,France|Uruguay,969,0.00484500,43
final,Argentina|Uruguay,932,0.00466000,44
final,England|Portugal,930,0.00465000,45
final,Belgium|Uruguay,923,0.00461500,46
final,Mexico|Spain,875,0.00437500,47
final,Croatia|England,874,0.00437000,48
final,Brazil|Mexico,857,0.00428500,49
final,Brazil|Denmark,823,0.00411500,50
winner,Germany,44977,0.22488500,1
winner,Brazil,41125,0.20562500,2
winner,Spain,27112,0.13556000,3
winner,France,18828,0.09414000,4
winner,Belgium,17184,0.08592000,5
winner,Argentina,14252,0.07126000,6
winner,England,12561,0.06280500,7
winner,Portugal,4914,0.02457000,8
winner,Croatia,4496,0.02248000,9
winner,Uruguay,3668,0.01834000,10
winner,Colombia,2400,0.01200000,11
winner,Mexico,1898,0.00949000,12
winner,Russia,1299,0.00649500,13
winner,Switzerland,1225,0.00612500,14
winner,Denmark,1132,0.00566000,15
winner,Serbia,1032,0.00516000,16
winner,Sweden,493,0.00246500,17
winner,Poland,287,0.00143500,18
winner,Peru,240,0.00120000,19
winner,Morocco,152,0.00076000,20
winner,Iceland,137,0.00068500,21
winner,Senegal,121,0.00060500,22
winner,Japan,107,0.00053500,23
winner,Nigeria,101,0.00050500,24
winner,Tunisia,73,0.00036500,25
winner,Australia,60,0.00030000,26
winner,Egypt,48,0.00024000,27
winner,South Korea,39,0.00019500,28
winner,Costa Rica,19,0.00009500,29
winner,Iran,19,0.00009500,30
winner,Saudi Arabia,1,0.00000500,31
