stage,teams,count,probability,rank
QF,Argentina|Brazil|England|Greece|Italy|Netherlands|Serbia|Spain,114,0.00057000,45
QF,Brazil|Cameroon|France|Germany|Mexico|Netherlands|Serbia|Spain,114,0.00057000,46
QF,Argentina|Brazil|Cameroon|Germany|Mexico|Netherlands|Serbia|Spain,114,0.00057000,47
QF,Brazil|England|France|Germany|Mexico|Netherlands|Slovakia|Spain,113,0.00056500,48
QF,Brazil|England|France|Italy|Mexico|Serbia|Slovakia|Spain,113,0.00056500,49
QF,Argentina|Brazil|England|Italy|Mexico|Portugal|Slovakia|Slovenia,113,0.00056500,50
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain,357,0.00178500,1
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain,260,0.00130000,2
R16,Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain,259,0.00129500,3
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain,258,0.00129000,4
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,205,0.00102500,5
R16,Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain,204,0.00102000,6
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Spain,190,0.00095000,7
R16,Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain,189,0.00094500,8
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Ivory Coast|Mexico|Netherlands|Serbia|Slovakia|Slovenia|Spain,181,0.00090500,9
R16,Argentina|Brazil|Cameroon|Chile|England|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,176,0.00088000,10
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,175,0.00087500,11
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Spain|United States,174,0.00087000,12
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain|Uruguay,172,0.00086000,13
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Mexico|Netherlands|Paraguay|Portugal|Serbia|Slovenia|Spain,168,0.00084000,14
R16,Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Japan|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,154,0.00077000,15
R16,Argentina|Brazil|Chile|England|Germany|Greece|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,151,0.00075500,16
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|South Korea|Spain,150,0.00075000,17
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Ivory Coast|Mexico|Netherlands|Serbia|Slovakia|Slovenia|South Korea|Spain,149,0.00074500,18
R16,Argentina|Brazil|Chile|Denmark|England|France|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain,148,0.00074000,19
R16,Argentina|Brazil|Cameroon|Chile|England|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,145,0.00072500,20
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Paraguay|Portugal|Serbia|Slovenia|South Korea|Spain,145,0.00072500,21
R16,Algeria|Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Spain,142,0.00071000,22
R16,Argentina|Brazil|Cameroon|England|France|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Switzerland,129,0.00064500,23
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Paraguay|Portugal|Serbia|Slovenia|Spain,127,0.00063500,24
R16,Argentina|Brazil|Chile|Denmark|England|France|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain,127,0.00063500,25
R16,Argentina|Brazil|Cameroon|Chile|England|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain|Uruguay,127,0.00063500,26
R16,Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,125,0.00062500,27
R16,Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Japan|Mexico|Netherlands|Paraguay|Portugal|Serbia|Slovenia|Spain,124,0.00062000,28
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|South Korea|Spain|United States,123,0.00061500,29
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Netherlands|Portugal|Serbia|Slovakia|Spain|Uruguay,123,0.00061500,30
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Spain,119,0.00059500,31
R16,Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain|Uruguay,116,0.00058000,32
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Spain|United States,116,0.00058000,33
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Ivory Coast|Mexico|Netherlands|Serbia|Slovakia|Spain,113,0.00056500,34
R16,Argentina|Brazil|Cameroon|England|France|Germany|Greece|Honduras|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain,111,0.00055500,35
R16,Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Spain|United States,111,0.00055500,36
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Ghana|Greece|Italy|Mexico|Netherlands|Portugal|Slovakia|Slovenia|Spain,110,0.00055000,37
R16,Algeria|Argentina|Brazil|Cameroon|Chile|England|Germany|Greece|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Spain|Uruguay,110,0.00055000,38
R16,Argentina|Brazil|Cameroon|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain|Switzerland,109,0.00054500,39
R16,Algeria|Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|South Korea|Spain,106,0.00053000,40
R16,Argentina|Brazil|Chile|Denmark|England|France|Germany|Italy|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain,105,0.00052500,41
R16,Argentina|Brazil|Cameroon|England|France|Germany|Italy|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain|Switzerland,103,0.00051500,42
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Italy|Ivory Coast|Mexico|Netherlands|Nigeria|Serbia|Slovakia|Slovenia|Spain,101,0.00050500,43
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Japan|Mexico|Portugal|Serbia|Slovakia|Slovenia|Spain,100,0.00050000,44
R16,Argentina|Brazil|Cameroon|Chile|England|France|Germany|Greece|Italy|Netherlands|Portugal|Serbia|Slovakia|Spain|United States|Uruguay,98,0.00049000,45
R16,Argentina|Brazil|Chile|England|Germany|Italy|Japan|Mexico|Netherlands|Nigeria|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,97,0.00048500,46
R16,Argentina|Brazil|Chile|Denmark|England|France|Germany|Greece|Italy|Netherlands|Portugal|Serbia|Slovakia|Slovenia|Spain|Uruguay,97,0.00048500,47
R16,Argentina|Brazil|Chile|England|France|Germany|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|South Korea|Spain|United States,96,0.00048000,48
R16,Argentina|Brazil|Chile|England|France|Germany|Greece|Italy|Ivory Coast|Japan|Mexico|Netherlands|Serbia|Slovakia|Slovenia|Spain,95,0.00047500,49
R16,Argentina|Brazil|Chile|England|Germany|Italy|Japan|Mexico|Netherlands|Portugal|Serbia|Slovakia|Slovenia|South Korea|Spain|Uruguay,94,0.00047000,50
SF,Argentina|Brazil|England|Spain,1755,0.00877500,1
SF,Brazil|England|Germany|Spain,1414,0.00707000,2
SF,Argentina|Brazil|England|Portugal,1163,0.00581500,3
SF,Brazil|Germany|Serbia|Spain,1140,0.00570000,4
SF,Argentina|Brazil|England|Italy,1100,0.00550000,5
SF,Argentina|Brazil|Germany|Spain,1015,0.00507500,6
SF,Brazil|England|Serbia|Spain,1002,0.00501000,7
SF,Argentina|Brazil|France|Spain,995,0.00497500,8
SF,Brazil|England|Germany|Portugal,953,0.00476500,9
SF,Argentina|Brazil|Mexico|Spain,918,0.00459000,10
SF,Brazil|England|Germany|Italy,907,0.00453500,11
SF,Brazil|England|Mexico|Spain,889,0.00444500,12
SF,Brazil|England|France|Spain,834,0.00417000,13
SF,Brazil|France|Mexico|Spain,832,0.00416000,14
SF,Argentina|England|Netherlands|Spain,821,0.00410500,15
SF,Argentina|Brazil|Serbia|Spain,820,0.00410000,16
SF,Argentina|Brazil|England|Netherlands,785,0.00392500,17
SF,Brazil|Germany|Portugal|Serbia,779,0.00389500,18
SF,Brazil|England|Slovenia|Spain,742,0.00371000,19
SF,Brazil|Germany|Italy|Serbia,737,0.00368500,20
SF,Argentina|Brazil|France|Portugal,698,0.00349000,21
SF,Brazil|England|Portugal|Serbia,690,0.00345000,22
SF,Brazil|Germany|Mexico|Spain,668,0.00334000,23
SF,Brazil|France|Germany|Spain,663,0.00331500,24
SF,England|Germany|Netherlands|Spain,658,0.00329000,25
SF,Brazil|England|Italy|Serbia,636,0.00318000,26
SF,Argentina|Brazil|Germany|Portugal,633,0.00316500,27
SF,Argentina|Brazil|France|Italy,630,0.00315000,28
SF,Argentina|Brazil|Mexico|Portugal,617,0.00308500,29
SF,Argentina|England|Italy|Netherlands,613,0.00306500,30
SF,Brazil|England|Germany|Netherlands,609,0.00304500,31
SF,Argentina|Brazil|Italy|Mexico,605,0.00302500,32
SF,Brazil|France|Mexico|Portugal,600,0.00300000,33
SF,Argentina|Brazil|Germany|Italy,594,0.00297000,34
SF,Brazil|Germany|Netherlands|Serbia,574,0.00287000,35
SF,Brazil|England|Italy|Mexico,563,0.00281500,36
SF,Brazil|England|Mexico|Portugal,562,0.00281000,37
SF,Germany|Netherlands|Serbia|Spain,561,0.00280500,38
SF,Brazil|England|France|Portugal,558,0.00279000,39
SF,Brazil|England|France|Italy,544,0.00272000,40
SF,Brazil|France|Italy|Mexico,543,0.00271500,41
SF,Brazil|England|Portugal|Slovenia,540,0.00270000,42
SF,Argentina|England|Italy|Spain,532,0.00266000,43
SF,Argentina|Brazil|Italy|Serbia,522,0.00261000,44
SF,Argentina|Brazil|Portugal|Serbia,520,0.00260000,45
SF,Brazil|Mexico|Serbia|Spain,509,0.00254500,46
SF,England|Germany|Italy|Netherlands,503,0.00251500,47
SF,Brazil|England|Netherlands|Serbia,502,0.00251000,48
SF,Brazil|England|Italy|Slovenia,498,0.00249000,49
SF,Brazil|France|Serbia|Spain,496,0.00248000,50
final,Brazil|Spain,11174,0.05587000,1
final,Argentina|Brazil,7123,0.03561500,2
final,Brazil|Portugal,6222,0.03111000,3
final,Brazil|Italy,6076,0.03038000,4
final,Brazil|Germany,5105,0.02552500,5
final,England|Spain,5055,0.02527500,6
final,Brazil|England,4972,0.02486000,7
final,Brazil|Netherlands,4415,0.02207500,8
final,Netherlands|Spain,4090,0.02045000,9
final,Argentina|England,3920,0.01960000,10
final,Brazil|Serbia,3298,0.01649000,11
final,England|Italy,2998,0.01499000,12
final,Brazil|France,2965,0.01482500,13
final,Brazil|Mexico,2913,0.01456500,14
final,Argentina|Spain,2879,0.01439500,15
final,England|Germany,2826,0.01413000,16
final,Argentina|Netherlands,2794,0.01397000,17
final,Italy|Spain,2716,0.01358000,18
final,Italy|Netherlands,2565,0.01282500,19
final,Germany|Spain,2397,0.01198500,20
final,France|Spain,2212,0.01106000,21
final,Portugal|Spain,2118,0.01059000,22
final,Mexico|Spain,2014,0.01007000,23
final,Argentina|Italy,2009,0.01004500,24
final,Germany|Netherlands,1989,0.00994500,25
final,England|Netherlands,1986,0.00993000,26
final,Argentina|Germany,1984,0.00992000,27
final,Chile|Spain,1944,0.00972000,28
final,Germany|Serbia,1931,0.00965500,29
final,Serbia|Spain,1908,0.00954000,30
final,England|Portugal,1907,0.00953500,31
final,England|Serbia,1839,0.00919500,32
final,Brazil|Slovakia,1800,0.00900000,33
final,Argentina|France,1793,0.00896500,34
final,Argentina|Mexico,1659,0.00829500,35
final,Brazil|Chile,1653,0.00826500,36
final,England|France,1567,0.00783500,37
final,Germany|Italy,1559,0.00779500,38
final,Netherlands|Portugal,1489,0.00744500,39
final,Argentina|Portugal,1487,0.00743500,40
final,England|Mexico,1454,0.00727000,41
final,Argentina|Serbia,1420,0.00710000,42
final,Netherlands|Serbia,1326,0.00663000,43
final,France|Italy,1318,0.00659000,44
final,Italy|Portugal,1281,0.00640500,45
final,France|Mexico,1269,0.00634500,46
final,Brazil|Slovenia,1258,0.00629000,47
final,Italy|Slovakia,1244,0.00622000,48
final,France|Netherlands,1238,0.00619000,49
final,Italy|Mexico,1232,0.00616000,50
winner,Brazil,44627,0.22313500,1
winner,Spain,26049,0.13024500,2
winner,England,18645,0.09322500,3
winner,Argentina,17055,0.08527500,4
winner,Netherlands,14245,0.07122500,5
winner,Italy,13742,0.06871000,6
winner,Germany,11987,0.05993500,7
winner,Portugal,8965,0.04482500,8
winner,France,8218,0.04109000,9
winner,Serbia,7795,0.03897500,10
winner,Mexico,7508,0.03754000,11
winner,Slovakia,3955,0.01977500,12
winner,Chile,3745,0.01872500,13
winner,Cameroon,2339,0.01169500,14
winner,Slovenia,2124,0.01062000,15
winner,Uruguay,1983,0.00991500,16
winner,Greece,1398,0.00699000,17
winner,Ivory Coast,1132,0.00566000,18
winner,Japan,792,0.00396000,19
winner,South Korea,714,0.00357000,20
winner,Nigeria,556,0.00278000,21
winner,Paraguay,398,0.00199000,22
winner,Ghana,348,0.00174000,23
winner,Denmark,313,0.00156500,24
winner,Australia,300,0.00150000,25
winner,Algeria,299,0.00149500,26
winner,Switzerland,281,0.00140500,27
winner,United States,210,0.00105000,28
winner,Honduras,179,0.00089500,29
winner,New Zealand,56,0.00028000,30
winner,South Africa,35,0.00017500,31
winner,North Korea,7,0.00003500,32
